pitch,roll,label
12,-22,1
12,-20,1
13,-19,1
13,-19,1
14,-18,1
14,-19,1
15,-20,1
15,-22,1
15,-25,1
14,-26,1
14,-28,1
13,-30,1
12,-31,1
12,-33,1
11,-34,1
11,-35,1
11,-36,1
11,-36,1
10,-36,1
10,-35,1
10,-34,1
11,-33,1
11,-32,1
12,-30,1
17,44,2
17,44,2
17,44,2
